NC_005006.1__full-cat_2_1	NC_005006.1__full-cat_2	NC_005006.1__full-cat_2	1	1	123	1	E																		0								2	5	False	F
NC_005006.1__full-cat_2_2	NC_005006.1__full-cat_2	NC_005006.1__full-cat_2	2	328	3657	1	A		sep:SE_p301  DNA-directed DNA polymerase	True	0.987	2288.0	0.0												0								2	4	False	F
NC_005006.1__full-cat_2_3	NC_005006.1__full-cat_2	NC_005006.1__full-cat_2	3	3686	3979	1	C		sep:SE_p302  hypothetical protein	False	0.956	143.0	3.918e-38												0								2	4	False	F
NC_005006.1__full-cat_2_4	NC_005006.1__full-cat_2	NC_005006.1__full-cat_2	4	4215	4859	1	A		sep:SE_p303  recombinase	True	0.952	430.0	2.119e-135	YP_001718725.1	YP_001718725.1 DNA-invertase [Salmonella virus Fels2]	False	0.314	97.0	6.997999999999999e-22	Resolvase, N terminal domain [PF00239.21]		sp|P03015|GIN_BPMU	Xr;Xh;Xp	sp|P03015|GIN_BPMU Serine recombinase gin; XhXpXr	0								1	4	False	VF
NC_005006.1__full-cat_2_5	NC_005006.1__full-cat_2	NC_005006.1__full-cat_2	5	4834	5211	1	C		sep:SE_p304  hypothetical protein	False	0.896	236.0	8.246e-70												0								2	4	False	F
NC_005006.1__full-cat_2_6	NC_005006.1__full-cat_2	NC_005006.1__full-cat_2	6	5519	5968	1	C		sep:SE_p305  hypothetical protein	False	0.934	294.0	1.808e-89												0								2	4	False	F
NC_005006.1__full-cat_2_7	NC_005006.1__full-cat_2	NC_005006.1__full-cat_2	7	6121	7167	1	A		sep:SE_p306  mobilization protein	True	0.923	674.0	3.884e-217												0								2	4	False	F
NC_005006.1__full-cat_2_8	NC_005006.1__full-cat_2	NC_005006.1__full-cat_2	8	7160	7684	1	C		sep:SE_p307  hypothetical protein	False	0.938	344.0	1.702e-106												0								2	4	False	F
NC_005006.1__full-cat_2_9	NC_005006.1__full-cat_2	NC_005006.1__full-cat_2	9	7696	8007	1	C		sep:SE_p308  hypothetical protein	False	0.906	197.0	7.994000000000001e-57												0								2	5	False	F
NC_007103.1__0_partial-cat_1_1	NC_007103.1__0_partial-cat_1	NC_007103.1__0_partial-cat_1	1	1	903	1	A		bcz:pE33L466_0468  bclA; collagen-like protein	True	0.846	526.0	4.629e-167	NP_852574.1	NP_852574.1 Collagen triple helix repeat protein [Bacillus phage phBC6A52]	False	0.448	141.0	1.553e-35			sp|Q5UQ13|COLL2_MIMIV	Xs;Xh	sp|Q5UQ13|COLL2_MIMIV Collagen-like protein 2; XhXs	0								0	5	False	VTF
NC_007103.1__0_partial-cat_1_2	NC_007103.1__0_partial-cat_1	NC_007103.1__0_partial-cat_1	2	1685	2029	1	C		bcz:pE33L466_0002  min; DNA-invertase, C-terminal region	False	0.943	228.0	2.687e-67	YP_007238067.1	YP_007238067.1 DNA invertase-like protein [Erwinia phage ENT90]	False	0.481	96.0	3.336e-23	Helix-turn-helix domain of resolvase [PF02796.15]; Resolvase, N terminal domain [PF00239.21]					0								1	2	False	TF
NC_007103.1__0_partial-cat_1_3	NC_007103.1__0_partial-cat_1	NC_007103.1__0_partial-cat_1	3	2049	2234	1	C		bcz:pE33L466_0003  hypothetical protein	False	0.969	127.0	2.882e-33												0								2	2	False	TF
NC_007103.1__0_partial-cat_1_4	NC_007103.1__0_partial-cat_1	NC_007103.1__0_partial-cat_1	4	2543	3058	1	C		bcz:pE33L466_0004  hypothetical protein	False	0.93	335.0	2.0930000000000002e-103												0								2	2	False	TF
NC_007103.1__0_partial-cat_1_5	NC_007103.1__0_partial-cat_1	NC_007103.1__0_partial-cat_1	5	3652	3813	1	E																		0								2	2	False	TF
NC_007103.1__0_partial-cat_1_6	NC_007103.1__0_partial-cat_1	NC_007103.1__0_partial-cat_1	6	5951	6184	-1	C		bcz:pE33L466_0005  hypothetical protein	False	0.885	144.0	5.714e-39												0								2	2	False	T
NC_007103.1__0_partial-cat_1_7	NC_007103.1__0_partial-cat_1	NC_007103.1__0_partial-cat_1	7	6322	6582	1	C		bcz:pE33L466_0006  hypothetical protein	False	0.908	166.0	3.375e-46												0								2	2	False	T
NC_007103.1__0_partial-cat_1_8	NC_007103.1__0_partial-cat_1	NC_007103.1__0_partial-cat_1	8	6981	7148	1	E																		0								2	2	False	T
NC_007103.1__0_partial-cat_1_9	NC_007103.1__0_partial-cat_1	NC_007103.1__0_partial-cat_1	9	7163	7402	1	C		bcz:pE33L466_0007  hypothetical protein	False	1.0	171.0	2.842e-48	YP_006907863.1	YP_006907863.1 hypothetical protein BCP78_0028 [Bacillus phage BCP78]	False	0.523	79.0	1.073e-17			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								2	2	False	T
NC_007103.1__0_partial-cat_1_10	NC_007103.1__0_partial-cat_1	NC_007103.1__0_partial-cat_1	10	8110	8343	1	C		bcz:pE33L466_0008  phage-related fragment	False	0.981	162.0	5.109e-45	YP_009009198.1	YP_009009198.1 transcriptional regulator [Bacillus phage phiCM3]	False	0.639	62.0	6.099e-12						0								1	2	False	T
NC_007103.1__0_partial-cat_1_11	NC_007103.1__0_partial-cat_1	NC_007103.1__0_partial-cat_1	11	8623	9315	1	A		bcz:pE33L466_0009  hypothetical protein	True	0.958	465.0	2.92e-147												0								2	2	False	T
NC_007103.1__0_partial-cat_1_12	NC_007103.1__0_partial-cat_1	NC_007103.1__0_partial-cat_1	12	9445	10278	1	A		bcz:pE33L466_0010  hypothetical protein	True	0.922	537.0	4.391e-171												0								2	2	False	T
NC_007103.1__0_partial-cat_1_13	NC_007103.1__0_partial-cat_1	NC_007103.1__0_partial-cat_1	13	10744	11010	1	C		bcz:pE33L466_0011  hypothetical protein	False	0.94	176.0	9.979e-50												0								2	2	False	T
NC_007103.1__0_partial-cat_1_14	NC_007103.1__0_partial-cat_1	NC_007103.1__0_partial-cat_1	14	11084	11947	-1	A	K02342	bcz:pE33L466_0012  dnaQ; DNA polymerase III fragment (EC:2.7.7.7); K02342 DNA polymerase III subunit epsilon [EC:2.7.7.7]	True	0.942	569.0	4.177e-182	YP_007112509.1	YP_007112509.1 putative exonuclease [Vibrio phage vB_VpaM_MAR]	False	0.431	128.0	2.799e-31	Exonuclease [PF00929.24]		sp|P04536|EXOD_BPT4	Xu	sp|P04536|EXOD_BPT4 Exodeoxyribonuclease; Xu	0								1	2	False	T
NC_007103.1__0_partial-cat_1_15	NC_007103.1__0_partial-cat_1	NC_007103.1__0_partial-cat_1	15	12124	12528	1	C		bcz:pE33L466_0013  hypothetical protein	False	0.957	272.0	4.195e-82												0								2	2	False	T
NC_007103.1__0_partial-cat_1_16	NC_007103.1__0_partial-cat_1	NC_007103.1__0_partial-cat_1	16	12766	12993	1	C		bcz:pE33L466_0014  hypothetical protein	False	0.991	159.0	3.087e-44												0								2	2	False	T
